level,GEO_ID,NAME,st,cnty,gini_est,gini_moe,md_cfm_inc_est,md_cfm_inc_moe,unins_ch_c_est,unins_ch_c_moe,unins_ch_est,unins_ch_moe,u5_fmpv_c_est,u5_fmpv_c_moe,u5_fmpv_est,u5_fmpv_moe,pub_ast_c_est,pub_ast_c_moe,pub_ast_est,pub_ast_moe,hc_brdn_c_est,hc_brdn_c_moe,hc_brdn_est,hc_brdn_moe,u5_pv_c_est,u5_pv_c_moe,u5_pv_est,u5_pv_moe,u18_2pv_c_est,u18_2pv_c_moe,u18_2pv_est,u18_2pv_moe,u5_fm185pv_c_est,u5_fm185pv_c_moe,u5_fm185pv_est,u5_fm185pv_moe,u6_2pv_c_est,u6_2pv_c_moe,u6_2pv_est,u6_2pv_moe,u6_pv_c_est,u6_pv_c_moe,u6_pv_est,u6_pv_moe,u5_ch185pv_c_est,u5_ch185pv_c_moe,u5_ch185pv_est,u5_ch185pv_moe,u6_apilf_c_est,u6_apilf_c_moe,u6_apilf_est,u6_apilf_moe,u5_fp185_est,u5_fp185_moe,u5_fp185_c_est,u5_fp185_c_moe,u6_1prt_est,u6_1prt_moe,u6_1prt_c_est,u6_1prt_c_moe
county,0500000US55021,"Columbia County, Wisconsin",55,021,0.4023,0.0105,91350,4916,201,90.3382532485547,5.59109874826147,2.50041460506349,253,108.563345563777,5.94734367653973,2.50615624729998,732,198,3.04138274887818,0.821729866036799,5436,432.482369582854,22.5860063154396,1.77305950097597,396,135.723984615837,0.135942327497425,0.0456468242417491,3322,412.078875944885,27.6971819242955,3.36438606970454,653,163.015336701796,27.5295109612142,6.07204960131704,1131,257.602406821054,31.994342291372,7.18859768921876,640,219.704346793594,18.1046676096181,6.17823840924824,970,242.466492530411,27.4398868458274,6.78206034103215,2565,270.334977389164,72.7040816326531,7.14767341653846,26.0327022375215,5.95349531545709,605,155.547420422198,26.9793459552496,6.84293014202994,627,173.369547498977
county,0500000US55023,"Crawford County, Wisconsin",55,023,0.4248,0.0207,77750,7853,51,27.8028775489157,5.13595166163142,2.77822457942559,92,46.5080638169339,9.88184747583244,4.8505206156672,132,56,2.01711491442543,0.854287578123433,1584,161.195533436879,24.2053789731051,2.38926234176711,189,52.6307894677631,0.244818652849741,0.063145498213446,1318,197.195334630412,42.7090084251458,6.10616377661968,202,64.3816744112795,35.5633802816901,9.43508416175569,443,127.663620503259,45.6701030927835,12.8004406905138,257,112.062482571109,26.4948453608247,11.4155951401298,388,121.876987163287,40,12.2754027986742,659,111.897274318904,68.7891440501044,10.7072646046744,34.6428571428571,9.32319817822652,194,62.489999199872,32.3825503355705,9.30995126780781,193,64.1326749792959
county,0500000US55025,"Dane County, Wisconsin",55,025,0.4526,0.0092,121612,4353,677,208.338666598402,1.91372682044324,0.587923635717102,2210,519.659503906164,5.80845248107654,1.35047290779546,3593,493,1.49211583104581,0.204673232110461,73424,2251.39356843711,30.491820979323,0.929296961292185,2615,484.499742001995,0.0894996235197481,0.0164448858695659,25335,1714.27448210606,22.874400715079,1.51753117735509,4802,670.379743130712,20.93925783805,2.69862122072451,8022,1049.19683567956,22.7697198489966,2.94999496017537,4145,722.636838252798,11.7652067781215,2.04028657630997,7306,1014.39144318158,20.7374187505322,2.85520203969894,26440,1168.36723678816,75.6790794859318,3.06552877037567,20.2121105439183,2.67778898636742,4593,656.817326202651,21.2004695025701,2.60588052034652,5238,694.645952986124
county,0500000US55027,"Dodge County, Wisconsin",55,027,0.3908,0.0116,82691,4291,69,37.4833296279826,1.33591481122943,0.723640450675016,379,125.067981514055,5.66094100074683,1.82344698776513,807,208,2.26589919977538,0.583738073245745,8696,611.568475315725,24.4166783658571,1.70585547944971,541,154.029218007494,0.139468935292601,0.0389126707531814,5842,674.548738046407,34.3263411481286,3.83606292914669,1226,269.371490696399,34.0650180605724,6.48075964321783,2243,458.487731569777,44.833100139916,8.97455561321878,852,249.929990197255,17.0297821307216,4.94566155428347,1980,433.256275199794,39.5762542474515,8.50370843813513,3322,353.154357186769,67.6027676027676,6.62188955587391,33.5294117647059,6.73140203391653,1197,275.125425942424,30.5333998005982,6.4565945728664,1225,290.141344864878
county,0500000US55029,"Door County, Wisconsin",55,029,0.4647,0.0241,80849,7940,14,9.21954445729289,1.04633781763827,0.686132446556214,145,94.1169485268195,8.84685784014643,5.59914048682266,175,57,1.26435951159598,0.410096607450564,3687,424.410178954275,26.6382486814537,2.96202893165702,235,82.6619622317303,0.195996663886572,0.065196946535073,1641,280.128541923168,33.6615384615385,5.57477754746469,357,128.600155520901,34.0324118207817,10.5784116456011,527,142.565774293833,39.4166043380703,10.3572997650293,274,119.021006549264,20.4936424831713,8.803953668955,472,138.693907580686,35.3029169783097,10.1219231953225,773,134.149170701872,59.4615384615385,9.61341900783131,33.1400966183575,10.6455006697748,343,126.873953197652,22.4316682375118,10.0815555607192,238,113.652980603238
county,0500000US55031,"Douglas County, Wisconsin",55,031,0.4208,0.0119,89511,7149,147,83.7257427557379,5.95623987034036,3.3696786391373,137,60.5805249234438,5.1835035944003,2.21665902759006,535,167,2.82829350814126,0.881871449693108,4640,411.663697695097,24.5294988369634,2.14620646983312,220,88.5098864534352,0.111167256189995,0.043903178517398,2557,365.684290064531,30.4296084731643,4.11508173659792,368,99.503768772846,25.5024255024255,5.88099553022978,697,178.078634316417,28.7067545304778,7.0502136533901,345,123.170613378354,14.2092257001647,4.97323847451962,633,159.097454410811,26.0708401976936,6.29010211665436,1645,265.702841535427,68.4845961698585,9.94328900816053,23.0493915533286,5.7572778717842,322,92.7631392310545,26.007556675063,8.61502077153868,413,150.807824730682
county,0500000US55033,"Dunn County, Wisconsin",55,033,0.4289,0.0135,92500,5216,101,48.3735464897913,3.70778267254038,1.76795988004147,221,90.2274902676562,7.74351786965662,3.09428866372312,356,118,2.06293098452802,0.683212970909776,4608,394.389401480314,26.7022077997334,2.2567716861227,261,93.7229961108799,0.119669876203576,0.0423407759573612,2679,301.439877919296,31.1149825783972,3.37488243978855,558,143.812377770483,31.7045454545455,6.97687746908873,927,170.502199399304,34.3587842846553,6.18463904561427,589,142.260324757116,21.830985915493,5.20781225758909,891,169.749815905644,33.0244625648629,6.16656962641305,2022,199.384051518671,75.5605381165919,6.88342899214681,31.859410430839,6.9527394162717,562,143.885371042368,20.627802690583,5.27000212172871,414,117.239071985409
county,0500000US55035,"Eau Claire County, Wisconsin",55,035,0.4395,0.0162,104286,5462,467,185.064853497362,7.0204449789537,2.76916650747887,324,135.314448600288,4.75770925110132,1.96259561962631,813,168,1.91379675619689,0.394946323240859,10140,795.150300257756,23.8694945975848,1.85446847370864,426,160.589538887189,0.0795815430599664,0.0298001873969132,4801,599.826641622394,23.2482688489662,2.83067716414106,817,204.694894904587,22.968793927467,5.21444180998125,1659,350.19423182,25.3321117727897,5.26194808142201,715,232.984978056526,10.9176973583753,3.5338492689926,1446,325.963188105651,22.0797068254695,4.90770983598998,4768,487.320223261871,74.5699092899594,7.0124063849872,21.9595556821418,5.23733645128153,771,201.504342384972,21.6608304152076,4.56131087470491,866,204.421133936783
county,0500000US55037,"Florence County, Wisconsin",55,037,0.4367,0.0407,72330,18813,0,9,0,4.76190476190476,15,14.7986485869487,7.42574257425743,7.12576702703871,43,31,2.06532180595581,1.48656352632071,424,105.076162853427,20.3650336215178,4.97793011038151,27,18.3847763108502,0.156976744186047,0.104412682654495,227,62.9603049547888,32.0621468926554,8.55920423444589,27,17.1172427686237,23.2758620689655,12.8938592042432,60,31.890437438204,32.258064516129,16.9965119210754,32,25.3574446662119,17.2043010752688,13.5799023627969,58,31.7490157327751,31.1827956989247,16.9296542446887,102,31.5119025131775,58.9595375722544,17.150886552069,23.2758620689655,12.8938592042432,27,17.1172427686237,14.6067415730337,13.9519381854221,13,13.076696830622
county,0500000US55039,"Fond du Lac County, Wisconsin",55,039,0.4052,0.0138,97821,5027,128,79.2085853932514,2,1.23414309530439,485,199.145675323367,6.81658468025299,2.75620825325218,752,237,1.77492447129909,0.559056720982441,9340,648.185930115735,22.0449395770393,1.51130288905023,737,267.854438081582,0.144453155625245,0.0510420746937118,6208,779.608234948811,29.0514296410688,3.53331803923636,1240,273.377029027678,33.0402344790834,6.25239893784109,2197,473.256801324609,35.2535301668806,7.48070658236774,1190,372.244543277668,19.0949935815148,5.93103196184585,2050,452.993377435035,32.8947368421053,7.16583346583404,4809,503.120263952864,78.207838672955,7.57597027450038,32.4098977945132,6.27575340230792,1205,270.580856676891,29.4087001823392,5.89246409505799,1129,254.381603108401
county,0500000US55041,"Forest County, Wisconsin",55,041,0.4309,0.0197,70658,8986,42,23.8537208837531,6.86274509803922,3.86746570443269,74,24.9399278266799,12.9370629370629,4.01012740997188,134,39,3.59924791834542,1.03950120305997,869,98.4835011562851,23.341391351061,2.50832115268604,118,36.0693775937429,0.232741617357002,0.0659166971517722,769,112.867178577299,43.2508436445444,6.06501371366079,132,35.1425667816112,37.1830985915493,7.10972148911503,308,71.3652576538472,50.5747126436782,11.3306547968344,169,48.7237108603193,27.7504105090312,7.83063071392635,249,65.2073615476044,40.8866995073892,10.4309300256289,402,74.3639697703128,71.0247349823322,12.0350938436638,37.0056497175141,7.14233812486273,131,35.0856095856977,34.5132743362832,7.8540480739441,117,34.132096331752
county,0500000US55043,"Grant County, Wisconsin",55,043,0.4272,0.0159,87334,5556,587,113.863953909918,16.549196504088,3.15496308564997,338,94.1806774237688,9.4019471488178,2.52763427217539,353,86,1.7771736394301,0.432472235315267,4655,393.49205836967,23.4355334038161,1.96219244291634,612,116.931603940081,0.211764705882353,0.0384737953225587,3953,351.874977797513,37.1452734448412,3.2005709017063,700,115.719488419194,32.9566854990584,4.45657695824807,1477,209.709322634927,42.0797720797721,5.79584852285881,1031,180.194339533738,29.3732193732194,5.03289033666748,1382,203.66148384022,39.3732193732194,5.64133343888021,2289,242.975307387397,66.6763763472182,6.66227996475494,32.2872087494056,4.48821992619966,679,114.608027642046,24.0213523131673,5.08312907960415,540,126.455525778829
